Available Spaces,Precipitation,WindSpeed,DayOfWeek,MinutesPastMidnight,CarparkCodeInt,WeekdayWeekend,TimeOfDay
21,0.0,18.0,1,980,1,1,1
74,0.0,18.0,1,980,2,1,1
212,0.0,18.0,1,980,3,1,1
343,0.0,18.0,1,980,4,1,1
60,0.0,18.0,1,980,5,1,1
130,0.0,18.0,1,985,0,1,1
14,0.0,18.0,1,985,1,1,1
84,0.0,18.0,1,985,2,1,1
229,0.0,18.0,1,985,3,1,1
347,0.0,18.0,1,985,4,1,1
64,0.0,18.0,1,985,5,1,1
126,0.0,18.0,1,990,0,1,1
18,0.0,18.0,1,990,1,1,1
85,0.0,18.0,1,990,2,1,1
235,0.0,18.0,1,990,3,1,1
355,0.0,18.0,1,990,4,1,1
66,0.0,18.0,1,990,5,1,1
130,0.0,18.0,1,995,0,1,1
13,0.0,18.0,1,995,1,1,1
90,0.0,18.0,1,995,2,1,1
242,0.0,18.0,1,995,3,1,1
360,0.0,18.0,1,995,4,1,1
72,0.0,18.0,1,995,5,1,1
134,0.0,18.0,1,1000,0,1,1
9,0.0,18.0,1,1000,1,1,1
99,0.0,18.0,1,1000,2,1,1
246,0.0,18.0,1,1000,3,1,1
364,0.0,18.0,1,1000,4,1,1
83,0.0,18.0,1,1000,5,1,1
127,0.0,18.0,1,1005,0,1,1
9,0.0,18.0,1,1005,1,1,1
109,0.0,18.0,1,1005,2,1,1
259,0.0,18.0,1,1005,3,1,1
369,0.0,18.0,1,1005,4,1,1
88,0.0,18.0,1,1005,5,1,1
129,0.0,18.0,1,1010,0,1,1
5,0.0,18.0,1,1010,1,1,1
112,0.0,18.0,1,1010,2,1,1
264,0.0,18.0,1,1010,3,1,1
381,0.0,18.0,1,1010,4,1,1
90,0.0,18.0,1,1010,5,1,1
129,0.0,18.0,1,1015,0,1,1
7,0.0,18.0,1,1015,1,1,1
118,0.0,18.0,1,1015,2,1,1
276,0.0,18.0,1,1015,3,1,1
388,0.0,18.0,1,1015,4,1,1
92,0.0,18.0,1,1015,5,1,1
138,0.0,17.0,1,1020,0,1,1
4,0.0,17.0,1,1020,1,1,1
122,0.0,17.0,1,1020,2,1,1
281,0.0,17.0,1,1020,3,1,1
396,0.0,17.0,1,1020,4,1,1
96,0.0,17.0,1,1020,5,1,1
142,0.0,17.0,1,1025,0,1,1
6,0.0,17.0,1,1025,1,1,1
127,0.0,17.0,1,1025,2,1,1
281,0.0,17.0,1,1025,3,1,1
407,0.0,17.0,1,1025,4,1,1
103,0.0,17.0,1,1025,5,1,1
142,0.0,17.0,1,1030,0,1,1
0,0.0,17.0,1,1030,1,1,1
133,0.0,17.0,1,1030,2,1,1
289,0.0,17.0,1,1030,3,1,1
420,0.0,17.0,1,1030,4,1,1
126,0.0,17.0,1,1030,5,1,1
157,0.0,17.0,1,1035,0,1,1
0,0.0,17.0,1,1035,1,1,1
158,0.0,17.0,1,1035,2,1,1
302,0.0,17.0,1,1035,3,1,1
450,0.0,17.0,1,1035,4,1,1
141,0.0,17.0,1,1035,5,1,1
160,0.0,17.0,1,1040,0,1,1
0,0.0,17.0,1,1040,1,1,1
176,0.0,17.0,1,1040,2,1,1
299,0.0,17.0,1,1040,3,1,1
481,0.0,17.0,1,1040,4,1,1
156,0.0,17.0,1,1040,5,1,1
172,0.0,17.0,1,1045,0,1,1
0,0.0,17.0,1,1045,1,1,1
182,0.0,17.0,1,1045,2,1,1
303,0.0,17.0,1,1045,3,1,1
509,0.0,17.0,1,1045,4,1,1
170,0.0,17.0,1,1045,5,1,1
184,0.0,17.0,1,1050,0,1,1
0,0.0,17.0,1,1050,1,1,1
188,0.0,17.0,1,1050,2,1,1
306,0.0,17.0,1,1050,3,1,1
519,0.0,17.0,1,1050,4,1,1
184,0.0,17.0,1,1050,5,1,1
200,0.0,17.0,1,1055,0,1,1
0,0.0,17.0,1,1055,1,1,1
203,0.0,17.0,1,1055,2,1,1
302,0.0,17.0,1,1055,3,1,1
542,0.0,17.0,1,1055,4,1,1
195,0.0,17.0,1,1055,5,1,1
203,0.0,17.0,1,1060,0,1,1
0,0.0,17.0,1,1060,1,1,1
208,0.0,17.0,1,1060,2,1,1
305,0.0,17.0,1,1060,3,1,1
556,0.0,17.0,1,1060,4,1,1
210,0.0,17.0,1,1060,5,1,1
216,0.0,17.0,1,1065,0,1,1
0,0.0,17.0,1,1065,1,1,1
220,0.0,17.0,1,1065,2,1,1
301,0.0,17.0,1,1065,3,1,1
570,0.0,17.0,1,1065,4,1,1
227,0.0,17.0,1,1065,5,1,1
220,0.0,17.0,1,1070,0,1,1
0,0.0,17.0,1,1070,1,1,1
226,0.0,17.0,1,1070,2,1,1
309,0.0,17.0,1,1070,3,1,1
583,0.0,17.0,1,1070,4,1,1
226,0.0,17.0,1,1070,5,1,1
230,0.0,17.0,1,1075,0,1,1
0,0.0,17.0,1,1075,1,1,1
230,0.0,17.0,1,1075,2,1,1
313,0.0,17.0,1,1075,3,1,1
588,0.0,17.0,1,1075,4,1,1
226,0.0,17.0,1,1075,5,1,1
235,0.0,17.0,1,1080,0,1,2
0,0.0,17.0,1,1080,1,1,2
239,0.0,17.0,1,1080,2,1,2
313,0.0,17.0,1,1080,3,1,2
594,0.0,17.0,1,1080,4,1,2
234,0.0,17.0,1,1080,5,1,2
235,0.0,17.0,1,1085,0,1,2
0,0.0,17.0,1,1085,1,1,2
240,0.0,17.0,1,1085,2,1,2
319,0.0,17.0,1,1085,3,1,2
604,0.0,17.0,1,1085,4,1,2
235,0.0,17.0,1,1085,5,1,2
228,0.0,17.0,1,1090,0,1,2
0,0.0,17.0,1,1090,1,1,2
237,0.0,17.0,1,1090,2,1,2
319,0.0,17.0,1,1090,3,1,2
607,0.0,17.0,1,1090,4,1,2
244,0.0,17.0,1,1090,5,1,2
230,0.0,17.0,1,1095,0,1,2
0,0.0,17.0,1,1095,1,1,2
243,0.0,17.0,1,1095,2,1,2
319,0.0,17.0,1,1095,3,1,2
614,0.0,17.0,1,1095,4,1,2
252,0.0,17.0,1,1095,5,1,2
236,0.0,17.0,1,1100,0,1,2
0,0.0,17.0,1,1100,1,1,2
245,0.0,17.0,1,1100,2,1,2
318,0.0,17.0,1,1100,3,1,2
618,0.0,17.0,1,1100,4,1,2
250,0.0,17.0,1,1100,5,1,2
240,0.0,17.0,1,1105,0,1,2
0,0.0,17.0,1,1105,1,1,2
245,0.0,17.0,1,1105,2,1,2
322,0.0,17.0,1,1105,3,1,2
628,0.0,17.0,1,1105,4,1,2
262,0.0,17.0,1,1105,5,1,2
246,0.0,17.0,1,1110,0,1,2
0,0.0,17.0,1,1110,1,1,2
249,0.0,17.0,1,1110,2,1,2
320,0.0,17.0,1,1110,3,1,2
634,0.0,17.0,1,1110,4,1,2
270,0.0,17.0,1,1110,5,1,2
246,0.0,17.0,1,1115,0,1,2
0,0.0,17.0,1,1115,1,1,2
252,0.0,17.0,1,1115,2,1,2
318,0.0,17.0,1,1115,3,1,2
636,0.0,17.0,1,1115,4,1,2
280,0.0,17.0,1,1115,5,1,2
249,0.0,17.0,1,1120,0,1,2
0,0.0,17.0,1,1120,1,1,2
251,0.0,17.0,1,1120,2,1,2
323,0.0,17.0,1,1120,3,1,2
640,0.0,17.0,1,1120,4,1,2
293,0.0,17.0,1,1120,5,1,2
254,0.0,17.0,1,1125,0,1,2
0,0.0,17.0,1,1125,1,1,2
252,0.0,17.0,1,1125,2,1,2
326,0.0,17.0,1,1125,3,1,2
645,0.0,17.0,1,1125,4,1,2
299,0.0,17.0,1,1125,5,1,2
254,0.0,17.0,1,1130,0,1,2
0,0.0,17.0,1,1130,1,1,2
255,0.0,17.0,1,1130,2,1,2
330,0.0,17.0,1,1130,3,1,2
646,0.0,17.0,1,1130,4,1,2
304,0.0,17.0,1,1130,5,1,2
258,0.0,17.0,1,1135,0,1,2
0,0.0,17.0,1,1135,1,1,2
256,0.0,17.0,1,1135,2,1,2
327,0.0,17.0,1,1135,3,1,2
648,0.0,17.0,1,1135,4,1,2
300,0.0,17.0,1,1135,5,1,2
258,0.0,19.0,1,1140,0,1,2
0,0.0,19.0,1,1140,1,1,2
258,0.0,19.0,1,1140,2,1,2
325,0.0,19.0,1,1140,3,1,2
648,0.0,19.0,1,1140,4,1,2
302,0.0,19.0,1,1140,5,1,2
258,0.0,19.0,1,1145,0,1,2
0,0.0,19.0,1,1145,1,1,2
261,0.0,19.0,1,1145,2,1,2
328,0.0,19.0,1,1145,3,1,2
649,0.0,19.0,1,1145,4,1,2
304,0.0,19.0,1,1145,5,1,2
262,0.0,19.0,1,1150,0,1,2
0,0.0,19.0,1,1150,1,1,2
259,0.0,19.0,1,1150,2,1,2
331,0.0,19.0,1,1150,3,1,2
655,0.0,19.0,1,1150,4,1,2
306,0.0,19.0,1,1150,5,1,2
259,0.0,19.0,1,1155,0,1,2
0,0.0,19.0,1,1155,1,1,2
259,0.0,19.0,1,1155,2,1,2
338,0.0,19.0,1,1155,3,1,2
657,0.0,19.0,1,1155,4,1,2
314,0.0,19.0,1,1155,5,1,2
316,0.0,19.0,1,1160,5,1,2
264,0.0,19.0,1,1160,0,1,2
0,0.0,19.0,1,1160,1,1,2
261,0.0,19.0,1,1160,2,1,2
341,0.0,19.0,1,1160,3,1,2
664,0.0,19.0,1,1160,4,1,2
263,0.0,19.0,1,1165,0,1,2
0,0.0,19.0,1,1165,1,1,2
260,0.0,19.0,1,1165,2,1,2
342,0.0,19.0,1,1165,3,1,2
664,0.0,19.0,1,1165,4,1,2
320,0.0,19.0,1,1165,5,1,2
324,0.0,19.0,1,1171,5,1,2
262,0.0,19.0,1,1171,0,1,2
0,0.0,19.0,1,1171,1,1,2
265,0.0,19.0,1,1171,2,1,2
347,0.0,19.0,1,1171,3,1,2
668,0.0,19.0,1,1171,4,1,2
261,0.0,19.0,1,1175,0,1,2
0,0.0,19.0,1,1175,1,1,2
265,0.0,19.0,1,1175,2,1,2
348,0.0,19.0,1,1175,3,1,2
669,0.0,19.0,1,1175,4,1,2
323,0.0,19.0,1,1175,5,1,2
332,0.0,19.0,1,1181,5,1,2
263,0.0,19.0,1,1181,0,1,2
0,0.0,19.0,1,1181,1,1,2
262,0.0,19.0,1,1181,2,1,2
354,0.0,19.0,1,1181,3,1,2
669,0.0,19.0,1,1181,4,1,2
263,0.0,19.0,1,1185,0,1,2
0,0.0,19.0,1,1185,1,1,2
261,0.0,19.0,1,1185,2,1,2
359,0.0,19.0,1,1185,3,1,2
670,0.0,19.0,1,1185,4,1,2
333,0.0,19.0,1,1185,5,1,2
340,0.0,19.0,1,1191,5,1,2
263,0.0,19.0,1,1191,0,1,2
0,0.0,19.0,1,1191,1,1,2
258,0.0,19.0,1,1191,2,1,2
360,0.0,19.0,1,1191,3,1,2
671,0.0,19.0,1,1191,4,1,2
264,0.0,19.0,1,1195,0,1,2
0,0.0,19.0,1,1195,1,1,2
259,0.0,19.0,1,1195,2,1,2
364,0.0,19.0,1,1195,3,1,2
674,0.0,19.0,1,1195,4,1,2
344,0.0,19.0,1,1195,5,1,2
346,0.0,20.0,1,1201,5,1,2
267,0.0,20.0,1,1201,0,1,2
4,0.0,20.0,1,1201,1,1,2
259,0.0,20.0,1,1201,2,1,2
368,0.0,20.0,1,1201,3,1,2
676,0.0,20.0,1,1201,4,1,2
269,0.0,20.0,1,1206,0,1,2
3,0.0,20.0,1,1206,1,1,2
266,0.0,20.0,1,1206,2,1,2
370,0.0,20.0,1,1206,3,1,2
675,0.0,20.0,1,1206,4,1,2
348,0.0,20.0,1,1206,5,1,2
349,0.0,20.0,1,1211,5,1,2
268,0.0,20.0,1,1211,0,1,2
0,0.0,20.0,1,1211,1,1,2
270,0.0,20.0,1,1211,2,1,2
372,0.0,20.0,1,1211,3,1,2
678,0.0,20.0,1,1211,4,1,2
270,0.0,20.0,1,1216,0,1,2
0,0.0,20.0,1,1216,1,1,2
271,0.0,20.0,1,1216,2,1,2
373,0.0,20.0,1,1216,3,1,2
676,0.0,20.0,1,1216,4,1,2
351,0.0,20.0,1,1216,5,1,2
354,0.0,20.0,1,1221,5,1,2
267,0.0,20.0,1,1221,0,1,2
0,0.0,20.0,1,1221,1,1,2
273,0.0,20.0,1,1221,2,1,2
377,0.0,20.0,1,1221,3,1,2
677,0.0,20.0,1,1221,4,1,2
266,0.0,20.0,1,1226,0,1,2
0,0.0,20.0,1,1226,1,1,2
275,0.0,20.0,1,1226,2,1,2
383,0.0,20.0,1,1226,3,1,2
678,0.0,20.0,1,1226,4,1,2
353,0.0,20.0,1,1226,5,1,2
354,0.0,20.0,1,1231,5,1,2
266,0.0,20.0,1,1231,0,1,2
0,0.0,20.0,1,1231,1,1,2
275,0.0,20.0,1,1231,2,1,2
386,0.0,20.0,1,1231,3,1,2
684,0.0,20.0,1,1231,4,1,2
272,0.0,20.0,1,1236,0,1,2
0,0.0,20.0,1,1236,1,1,2
277,0.0,20.0,1,1236,2,1,2
389,0.0,20.0,1,1236,3,1,2
686,0.0,20.0,1,1236,4,1,2
354,0.0,20.0,1,1236,5,1,2
356,0.0,20.0,1,1241,5,1,2
275,0.0,20.0,1,1241,0,1,2
4,0.0,20.0,1,1241,1,1,2
278,0.0,20.0,1,1241,2,1,2
392,0.0,20.0,1,1241,3,1,2
689,0.0,20.0,1,1241,4,1,2
276,0.0,20.0,1,1246,0,1,2
6,0.0,20.0,1,1246,1,1,2
282,0.0,20.0,1,1246,2,1,2
397,0.0,20.0,1,1246,3,1,2
690,0.0,20.0,1,1246,4,1,2
358,0.0,20.0,1,1246,5,1,2
358,0.0,20.0,1,1251,5,1,2
274,0.0,20.0,1,1251,0,1,2
7,0.0,20.0,1,1251,1,1,2
286,0.0,20.0,1,1251,2,1,2
401,0.0,20.0,1,1251,3,1,2
688,0.0,20.0,1,1251,4,1,2
278,0.0,20.0,1,1256,0,1,2
12,0.0,20.0,1,1256,1,1,2
288,0.0,20.0,1,1256,2,1,2
402,0.0,20.0,1,1256,3,1,2
690,0.0,20.0,1,1256,4,1,2
360,0.0,20.0,1,1256,5,1,2
361,0.0,15.0,1,1261,5,1,2
284,0.0,15.0,1,1261,0,1,2
18,0.0,15.0,1,1261,1,1,2
290,0.0,15.0,1,1261,2,1,2
406,0.0,15.0,1,1261,3,1,2
689,0.0,15.0,1,1261,4,1,2
290,0.0,15.0,1,1266,0,1,2
24,0.0,15.0,1,1266,1,1,2
295,0.0,15.0,1,1266,2,1,2
406,0.0,15.0,1,1266,3,1,2
690,0.0,15.0,1,1266,4,1,2
364,0.0,15.0,1,1266,5,1,2
373,0.0,15.0,1,1270,5,1,2
296,0.0,15.0,1,1270,0,1,2
23,0.0,15.0,1,1270,1,1,2
295,0.0,15.0,1,1270,2,1,2
411,0.0,15.0,1,1270,3,1,2
694,0.0,15.0,1,1270,4,1,2
296,0.0,15.0,1,1276,0,1,2
28,0.0,15.0,1,1276,1,1,2
299,0.0,15.0,1,1276,2,1,2
416,0.0,15.0,1,1276,3,1,2
698,0.0,15.0,1,1276,4,1,2
376,0.0,15.0,1,1276,5,1,2
378,0.0,15.0,1,1281,5,1,2
295,0.0,15.0,1,1281,0,1,2
31,0.0,15.0,1,1281,1,1,2
297,0.0,15.0,1,1281,2,1,2
419,0.0,15.0,1,1281,3,1,2
700,0.0,15.0,1,1281,4,1,2
297,0.0,15.0,1,1286,0,1,2
31,0.0,15.0,1,1286,1,1,2
296,0.0,15.0,1,1286,2,1,2
419,0.0,15.0,1,1286,3,1,2
698,0.0,15.0,1,1286,4,1,2
384,0.0,15.0,1,1286,5,1,2
391,0.0,15.0,1,1291,5,1,2
301,0.0,15.0,1,1291,0,1,2
34,0.0,15.0,1,1291,1,1,2
299,0.0,15.0,1,1291,2,1,2
424,0.0,15.0,1,1291,3,1,2
697,0.0,15.0,1,1291,4,1,2
303,0.0,15.0,1,1296,0,1,2
35,0.0,15.0,1,1296,1,1,2
297,0.0,15.0,1,1296,2,1,2
429,0.0,15.0,1,1296,3,1,2
699,0.0,15.0,1,1296,4,1,2
394,0.0,15.0,1,1296,5,1,2
309,0.0,15.0,1,1301,0,1,2
34,0.0,15.0,1,1301,1,1,2
299,0.0,15.0,1,1301,2,1,2
430,0.0,15.0,1,1301,3,1,2
700,0.0,15.0,1,1301,4,1,2
393,0.0,15.0,1,1301,5,1,2
312,0.0,15.0,1,1305,0,1,2
38,0.0,15.0,1,1305,1,1,2
299,0.0,15.0,1,1305,2,1,2
431,0.0,15.0,1,1305,3,1,2
698,0.0,15.0,1,1305,4,1,2
394,0.0,15.0,1,1305,5,1,2
313,0.0,15.0,1,1311,0,1,2
39,0.0,15.0,1,1311,1,1,2
300,0.0,15.0,1,1311,2,1,2
433,0.0,15.0,1,1311,3,1,2
701,0.0,15.0,1,1311,4,1,2
393,0.0,15.0,1,1311,5,1,2
316,0.0,15.0,1,1316,0,1,2
39,0.0,15.0,1,1316,1,1,2
302,0.0,15.0,1,1316,2,1,2
433,0.0,15.0,1,1316,3,1,2
702,0.0,15.0,1,1316,4,1,2
395,0.0,15.0,1,1316,5,1,2
319,0.0,19.0,1,1321,0,1,2
42,0.0,19.0,1,1321,1,1,2
302,0.0,19.0,1,1321,2,1,2
433,0.0,19.0,1,1321,3,1,2
703,0.0,19.0,1,1321,4,1,2
397,0.0,19.0,1,1321,5,1,2
319,0.0,19.0,1,1326,0,1,2
43,0.0,19.0,1,1326,1,1,2
301,0.0,19.0,1,1326,2,1,2
435,0.0,19.0,1,1326,3,1,2
703,0.0,19.0,1,1326,4,1,2
397,0.0,19.0,1,1326,5,1,2
322,0.0,19.0,1,1331,0,1,2
40,0.0,19.0,1,1331,1,1,2
303,0.0,19.0,1,1331,2,1,2
443,0.0,19.0,1,1331,3,1,2
703,0.0,19.0,1,1331,4,1,2
398,0.0,19.0,1,1331,5,1,2
321,0.0,19.0,1,1336,0,1,2
40,0.0,19.0,1,1336,1,1,2
304,0.0,19.0,1,1336,2,1,2
443,0.0,19.0,1,1336,3,1,2
706,0.0,19.0,1,1336,4,1,2
401,0.0,19.0,1,1336,5,1,2
321,0.0,19.0,1,1341,0,1,2
42,0.0,19.0,1,1341,1,1,2
304,0.0,19.0,1,1341,2,1,2
443,0.0,19.0,1,1341,3,1,2
705,0.0,19.0,1,1341,4,1,2
401,0.0,19.0,1,1341,5,1,2
321,0.0,19.0,1,1346,0,1,2
42,0.0,19.0,1,1346,1,1,2
306,0.0,19.0,1,1346,2,1,2
443,0.0,19.0,1,1346,3,1,2
708,0.0,19.0,1,1346,4,1,2
401,0.0,19.0,1,1346,5,1,2
320,0.0,19.0,1,1351,0,1,2
40,0.0,19.0,1,1351,1,1,2
308,0.0,19.0,1,1351,2,1,2
444,0.0,19.0,1,1351,3,1,2
713,0.0,19.0,1,1351,4,1,2
402,0.0,19.0,1,1351,5,1,2
322,0.0,19.0,1,1356,0,1,2
38,0.0,19.0,1,1356,1,1,2
307,0.0,19.0,1,1356,2,1,2
444,0.0,19.0,1,1356,3,1,2
711,0.0,19.0,1,1356,4,1,2
401,0.0,19.0,1,1356,5,1,2
325,0.0,19.0,1,1361,0,1,2
39,0.0,19.0,1,1361,1,1,2
308,0.0,19.0,1,1361,2,1,2
444,0.0,19.0,1,1361,3,1,2
711,0.0,19.0,1,1361,4,1,2
400,0.0,19.0,1,1361,5,1,2
325,0.0,19.0,1,1366,0,1,2
41,0.0,19.0,1,1366,1,1,2
310,0.0,19.0,1,1366,2,1,2
444,0.0,19.0,1,1366,3,1,2
706,0.0,19.0,1,1366,4,1,2
401,0.0,19.0,1,1366,5,1,2
325,0.0,19.0,1,1371,0,1,2
44,0.0,19.0,1,1371,1,1,2
310,0.0,19.0,1,1371,2,1,2
444,0.0,19.0,1,1371,3,1,2
706,0.0,19.0,1,1371,4,1,2
402,0.0,19.0,1,1371,5,1,2
325,0.0,19.0,1,1376,0,1,2
45,0.0,19.0,1,1376,1,1,2
310,0.0,19.0,1,1376,2,1,2
445,0.0,19.0,1,1376,3,1,2
706,0.0,19.0,1,1376,4,1,2
403,0.0,19.0,1,1376,5,1,2
325,0.0,21.0,1,1381,0,1,2
45,0.0,21.0,1,1381,1,1,2
311,0.0,21.0,1,1381,2,1,2
446,0.0,21.0,1,1381,3,1,2
707,0.0,21.0,1,1381,4,1,2
405,0.0,21.0,1,1381,5,1,2
324,0.0,21.0,1,1386,0,1,2
45,0.0,21.0,1,1386,1,1,2
310,0.0,21.0,1,1386,2,1,2
447,0.0,21.0,1,1386,3,1,2
706,0.0,21.0,1,1386,4,1,2
405,0.0,21.0,1,1386,5,1,2
324,0.0,21.0,1,1391,0,1,2
46,0.0,21.0,1,1391,1,1,2
309,0.0,21.0,1,1391,2,1,2
447,0.0,21.0,1,1391,3,1,2
705,0.0,21.0,1,1391,4,1,2
405,0.0,21.0,1,1391,5,1,2
324,0.0,21.0,1,1396,0,1,2
46,0.0,21.0,1,1396,1,1,2
310,0.0,21.0,1,1396,2,1,2
447,0.0,21.0,1,1396,3,1,2
705,0.0,21.0,1,1396,4,1,2
405,0.0,21.0,1,1396,5,1,2
323,0.0,21.0,1,1401,0,1,2
46,0.0,21.0,1,1401,1,1,2
309,0.0,21.0,1,1401,2,1,2
449,0.0,21.0,1,1401,3,1,2
705,0.0,21.0,1,1401,4,1,2
405,0.0,21.0,1,1401,5,1,2
323,0.0,21.0,1,1406,0,1,2
47,0.0,21.0,1,1406,1,1,2
308,0.0,21.0,1,1406,2,1,2
449,0.0,21.0,1,1406,3,1,2
707,0.0,21.0,1,1406,4,1,2
407,0.0,21.0,1,1406,5,1,2
324,0.0,21.0,1,1411,0,1,2
47,0.0,21.0,1,1411,1,1,2
309,0.0,21.0,1,1411,2,1,2
449,0.0,21.0,1,1411,3,1,2
709,0.0,21.0,1,1411,4,1,2
407,0.0,21.0,1,1411,5,1,2
324,0.0,21.0,1,1416,0,1,2
47,0.0,21.0,1,1416,1,1,2
309,0.0,21.0,1,1416,2,1,2
449,0.0,21.0,1,1416,3,1,2
709,0.0,21.0,1,1416,4,1,2
407,0.0,21.0,1,1416,5,1,2
324,0.0,21.0,1,1421,0,1,2
46,0.0,21.0,1,1421,1,1,2
309,0.0,21.0,1,1421,2,1,2
450,0.0,21.0,1,1421,3,1,2
711,0.0,21.0,1,1421,4,1,2
407,0.0,21.0,1,1421,5,1,2
324,0.0,21.0,1,1426,0,1,2
45,0.0,21.0,1,1426,1,1,2
309,0.0,21.0,1,1426,2,1,2
450,0.0,21.0,1,1426,3,1,2
710,0.0,21.0,1,1426,4,1,2
407,0.0,21.0,1,1426,5,1,2
324,0.0,21.0,1,1431,0,1,2
46,0.0,21.0,1,1431,1,1,2
311,0.0,21.0,1,1431,2,1,2
450,0.0,21.0,1,1431,3,1,2
718,0.0,21.0,1,1431,4,1,2
407,0.0,21.0,1,1431,5,1,2
324,0.0,21.0,1,1436,0,1,2
46,0.0,21.0,1,1436,1,1,2
310,0.0,21.0,1,1436,2,1,2
450,0.0,21.0,1,1436,3,1,2
712,0.0,21.0,1,1436,4,1,2
406,0.0,21.0,1,1436,5,1,2
324,0.0,23.0,2,1,0,1,0
46,0.0,23.0,2,1,1,1,0
310,0.0,23.0,2,1,2,1,0
450,0.0,23.0,2,1,3,1,0
712,0.0,23.0,2,1,4,1,0
406,0.0,23.0,2,1,5,1,0
324,0.0,23.0,2,6,0,1,0
47,0.0,23.0,2,6,1,1,0
312,0.0,23.0,2,6,2,1,0
450,0.0,23.0,2,6,3,1,0
714,0.0,23.0,2,6,4,1,0
406,0.0,23.0,2,6,5,1,0
324,0.0,23.0,2,11,0,1,0
46,0.0,23.0,2,11,1,1,0
312,0.0,23.0,2,11,2,1,0
450,0.0,23.0,2,11,3,1,0
714,0.0,23.0,2,11,4,1,0
406,0.0,23.0,2,11,5,1,0
324,0.0,23.0,2,16,0,1,0
46,0.0,23.0,2,16,1,1,0
312,0.0,23.0,2,16,2,1,0
450,0.0,23.0,2,16,3,1,0
714,0.0,23.0,2,16,4,1,0
406,0.0,23.0,2,16,5,1,0
323,0.0,23.0,2,21,0,1,0
46,0.0,23.0,2,21,1,1,0
312,0.0,23.0,2,21,2,1,0
450,0.0,23.0,2,21,3,1,0
714,0.0,23.0,2,21,4,1,0
406,0.0,23.0,2,21,5,1,0
323,0.0,23.0,2,26,0,1,0
46,0.0,23.0,2,26,1,1,0
312,0.0,23.0,2,26,2,1,0
450,0.0,23.0,2,26,3,1,0
714,0.0,23.0,2,26,4,1,0
406,0.0,23.0,2,26,5,1,0
323,0.0,23.0,2,31,0,1,0
46,0.0,23.0,2,31,1,1,0
312,0.0,23.0,2,31,2,1,0
450,0.0,23.0,2,31,3,1,0
714,0.0,23.0,2,31,4,1,0
406,0.0,23.0,2,31,5,1,0
323,0.0,23.0,2,36,0,1,0
46,0.0,23.0,2,36,1,1,0
312,0.0,23.0,2,36,2,1,0
450,0.0,23.0,2,36,3,1,0
714,0.0,23.0,2,36,4,1,0
406,0.0,23.0,2,36,5,1,0
323,0.0,23.0,2,41,0,1,0
46,0.0,23.0,2,41,1,1,0
312,0.0,23.0,2,41,2,1,0
450,0.0,23.0,2,41,3,1,0
714,0.0,23.0,2,41,4,1,0
406,0.0,23.0,2,41,5,1,0
323,0.0,23.0,2,46,0,1,0
46,0.0,23.0,2,46,1,1,0
312,0.0,23.0,2,46,2,1,0
450,0.0,23.0,2,46,3,1,0
713,0.0,23.0,2,46,4,1,0
406,0.0,23.0,2,46,5,1,0
323,0.0,23.0,2,51,0,1,0
47,0.0,23.0,2,51,1,1,0
312,0.0,23.0,2,51,2,1,0
450,0.0,23.0,2,51,3,1,0
714,0.0,23.0,2,51,4,1,0
407,0.0,23.0,2,51,5,1,0
323,0.0,23.0,2,56,0,1,0
47,0.0,23.0,2,56,1,1,0
312,0.0,23.0,2,56,2,1,0
450,0.0,23.0,2,56,3,1,0
714,0.0,23.0,2,56,4,1,0
407,0.0,23.0,2,56,5,1,0
323,0.0,23.0,2,61,0,1,0
47,0.0,23.0,2,61,1,1,0
312,0.0,23.0,2,61,2,1,0
450,0.0,23.0,2,61,3,1,0
714,0.0,23.0,2,61,4,1,0
407,0.0,23.0,2,61,5,1,0
323,0.0,23.0,2,66,0,1,0
47,0.0,23.0,2,66,1,1,0
312,0.0,23.0,2,66,2,1,0
450,0.0,23.0,2,66,3,1,0
714,0.0,23.0,2,66,4,1,0
407,0.0,23.0,2,66,5,1,0
324,0.0,23.0,2,71,0,1,0
47,0.0,23.0,2,71,1,1,0
312,0.0,23.0,2,71,2,1,0
450,0.0,23.0,2,71,3,1,0
713,0.0,23.0,2,71,4,1,0
407,0.0,23.0,2,71,5,1,0
324,0.0,23.0,2,76,0,1,0
47,0.0,23.0,2,76,1,1,0
312,0.0,23.0,2,76,2,1,0
450,0.0,23.0,2,76,3,1,0
713,0.0,23.0,2,76,4,1,0
407,0.0,23.0,2,76,5,1,0
324,0.0,23.0,2,81,0,1,0
47,0.0,23.0,2,81,1,1,0
312,0.0,23.0,2,81,2,1,0
450,0.0,23.0,2,81,3,1,0
713,0.0,23.0,2,81,4,1,0
407,0.0,23.0,2,81,5,1,0
324,0.0,23.0,2,86,0,1,0
47,0.0,23.0,2,86,1,1,0
312,0.0,23.0,2,86,2,1,0
450,0.0,23.0,2,86,3,1,0
713,0.0,23.0,2,86,4,1,0
407,0.0,23.0,2,86,5,1,0
324,0.0,23.0,2,91,0,1,0
47,0.0,23.0,2,91,1,1,0
312,0.0,23.0,2,91,2,1,0
450,0.0,23.0,2,91,3,1,0
713,0.0,23.0,2,91,4,1,0
407,0.0,23.0,2,91,5,1,0
324,0.0,23.0,2,96,0,1,0
47,0.0,23.0,2,96,1,1,0
312,0.0,23.0,2,96,2,1,0
450,0.0,23.0,2,96,3,1,0
713,0.0,23.0,2,96,4,1,0
