Available Spaces,Precipitation,WindSpeed,DayOfWeek,MinutesPastMidnight,CarparkCodeInt,WeekdayWeekend,TimeOfDay
193,0.0,33.5,3,584,4,1,1
0,0.0,33.5,3,584,5,1,1
0,0.0,33.5,3,589,0,1,1
41,0.0,33.5,3,589,1,1,1
0,0.0,33.5,3,589,2,1,1
112,0.0,33.5,3,589,3,1,1
190,0.0,33.5,3,589,4,1,1
2,0.0,33.5,3,589,5,1,1
0,0.0,33.5,3,594,0,1,1
37,0.0,33.5,3,594,1,1,1
0,0.0,33.5,3,594,2,1,1
105,0.0,33.5,3,594,3,1,1
187,0.0,33.5,3,594,4,1,1
2,0.0,33.5,3,594,5,1,1
0,0.0,33.5,3,599,0,1,1
32,0.0,33.5,3,599,1,1,1
0,0.0,33.5,3,599,2,1,1
100,0.0,33.5,3,599,3,1,1
179,0.0,33.5,3,599,4,1,1
2,0.0,33.5,3,599,5,1,1
0,0.2,37.1,3,604,0,1,1
28,0.2,37.1,3,604,1,1,1
0,0.2,37.1,3,604,2,1,1
92,0.2,37.1,3,604,3,1,1
172,0.2,37.1,3,604,4,1,1
1,0.2,37.1,3,604,5,1,1
0,0.2,37.1,3,609,0,1,1
20,0.2,37.1,3,609,1,1,1
0,0.2,37.1,3,609,2,1,1
90,0.2,37.1,3,609,3,1,1
171,0.2,37.1,3,609,4,1,1
3,0.2,37.1,3,609,5,1,1
0,0.2,37.1,3,614,0,1,1
17,0.2,37.1,3,614,1,1,1
0,0.2,37.1,3,614,2,1,1
84,0.2,37.1,3,614,3,1,1
166,0.2,37.1,3,614,4,1,1
6,0.2,37.1,3,614,5,1,1
0,0.2,37.1,3,619,0,1,1
13,0.2,37.1,3,619,1,1,1
0,0.2,37.1,3,619,2,1,1
72,0.2,37.1,3,619,3,1,1
161,0.2,37.1,3,619,4,1,1
4,0.2,37.1,3,619,5,1,1
0,0.2,37.1,3,624,0,1,1
11,0.2,37.1,3,624,1,1,1
0,0.2,37.1,3,624,2,1,1
66,0.2,37.1,3,624,3,1,1
158,0.2,37.1,3,624,4,1,1
4,0.2,37.1,3,624,5,1,1
0,0.2,37.1,3,629,0,1,1
5,0.2,37.1,3,629,1,1,1
0,0.2,37.1,3,629,2,1,1
46,0.2,37.1,3,629,3,1,1
154,0.2,37.1,3,629,4,1,1
7,0.2,37.1,3,629,5,1,1
0,0.2,37.1,3,634,0,1,1
5,0.2,37.1,3,634,1,1,1
0,0.2,37.1,3,634,2,1,1
40,0.2,37.1,3,634,3,1,1
151,0.2,37.1,3,634,4,1,1
5,0.2,37.1,3,634,5,1,1
0,0.2,37.1,3,639,0,1,1
0,0.2,37.1,3,639,1,1,1
0,0.2,37.1,3,639,2,1,1
42,0.2,37.1,3,639,3,1,1
147,0.2,37.1,3,639,4,1,1
7,0.2,37.1,3,639,5,1,1
0,0.2,37.1,3,644,0,1,1
0,0.2,37.1,3,644,1,1,1
0,0.2,37.1,3,644,2,1,1
38,0.2,37.1,3,644,3,1,1
146,0.2,37.1,3,644,4,1,1
8,0.2,37.1,3,644,5,1,1
0,0.2,37.1,3,649,0,1,1
0,0.2,37.1,3,649,1,1,1
0,0.2,37.1,3,649,2,1,1
31,0.2,37.1,3,649,3,1,1
137,0.2,37.1,3,649,4,1,1
6,0.2,37.1,3,649,5,1,1
0,0.2,37.1,3,654,0,1,1
0,0.2,37.1,3,654,1,1,1
0,0.2,37.1,3,654,2,1,1
30,0.2,37.1,3,654,3,1,1
138,0.2,37.1,3,654,4,1,1
4,0.2,37.1,3,654,5,1,1
0,0.2,37.1,3,659,0,1,1
0,0.2,37.1,3,659,1,1,1
0,0.2,37.1,3,659,2,1,1
23,0.2,37.1,3,659,3,1,1
142,0.2,37.1,3,659,4,1,1
6,0.2,37.1,3,659,5,1,1
0,0.0,37.1,3,664,0,1,1
0,0.0,37.1,3,664,1,1,1
0,0.0,37.1,3,664,2,1,1
21,0.0,37.1,3,664,3,1,1
141,0.0,37.1,3,664,4,1,1
6,0.0,37.1,3,664,5,1,1
0,0.0,37.1,3,669,0,1,1
0,0.0,37.1,3,669,1,1,1
0,0.0,37.1,3,669,2,1,1
31,0.0,37.1,3,669,3,1,1
141,0.0,37.1,3,669,4,1,1
6,0.0,37.1,3,669,5,1,1
0,0.0,37.1,3,674,0,1,1
0,0.0,37.1,3,674,1,1,1
0,0.0,37.1,3,674,2,1,1
34,0.0,37.1,3,674,3,1,1
139,0.0,37.1,3,674,4,1,1
8,0.0,37.1,3,674,5,1,1
1,0.0,37.1,3,679,0,1,1
8,0.0,37.1,3,679,1,1,1
0,0.0,37.1,3,679,2,1,1
37,0.0,37.1,3,679,3,1,1
139,0.0,37.1,3,679,4,1,1
4,0.0,37.1,3,679,5,1,1
0,0.0,37.1,3,685,0,1,1
9,0.0,37.1,3,685,1,1,1
0,0.0,37.1,3,685,2,1,1
37,0.0,37.1,3,685,3,1,1
140,0.0,37.1,3,685,4,1,1
0,0.0,37.1,3,685,5,1,1
0,0.0,37.1,3,689,0,1,1
9,0.0,37.1,3,689,1,1,1
0,0.0,37.1,3,689,2,1,1
33,0.0,37.1,3,689,3,1,1
141,0.0,37.1,3,689,4,1,1
0,0.0,37.1,3,689,5,1,1
0,0.0,37.1,3,695,0,1,1
6,0.0,37.1,3,695,1,1,1
0,0.0,37.1,3,695,2,1,1
29,0.0,37.1,3,695,3,1,1
144,0.0,37.1,3,695,4,1,1
0,0.0,37.1,3,695,5,1,1
0,0.0,37.1,3,700,0,1,1
6,0.0,37.1,3,700,1,1,1
0,0.0,37.1,3,700,2,1,1
36,0.0,37.1,3,700,3,1,1
140,0.0,37.1,3,700,4,1,1
0,0.0,37.1,3,700,5,1,1
0,0.0,37.1,3,705,5,1,1
1,0.0,37.1,3,705,0,1,1
0,0.0,37.1,3,705,1,1,1
0,0.0,37.1,3,705,2,1,1
36,0.0,37.1,3,705,3,1,1
135,0.0,37.1,3,705,4,1,1
1,0.0,37.1,3,710,0,1,1
0,0.0,37.1,3,710,1,1,1
0,0.0,37.1,3,710,2,1,1
36,0.0,37.1,3,710,3,1,1
140,0.0,37.1,3,710,4,1,1
1,0.0,37.1,3,710,5,1,1
3,0.0,37.1,3,715,5,1,1
0,0.0,37.1,3,715,0,1,1
0,0.0,37.1,3,715,1,1,1
0,0.0,37.1,3,715,2,1,1
35,0.0,37.1,3,715,3,1,1
141,0.0,37.1,3,715,4,1,1
0,0.0,38.9,3,720,0,1,1
0,0.0,38.9,3,720,1,1,1
0,0.0,38.9,3,720,2,1,1
30,0.0,38.9,3,720,3,1,1
139,0.0,38.9,3,720,4,1,1
3,0.0,38.9,3,720,5,1,1
0,0.0,38.9,3,725,0,1,1
6,0.0,38.9,3,725,1,1,1
0,0.0,38.9,3,725,2,1,1
33,0.0,38.9,3,725,3,1,1
147,0.0,38.9,3,725,4,1,1
3,0.0,38.9,3,725,5,1,1
0,0.0,38.9,3,729,0,1,1
9,0.0,38.9,3,729,1,1,1
0,0.0,38.9,3,729,2,1,1
33,0.0,38.9,3,729,3,1,1
147,0.0,38.9,3,729,4,1,1
2,0.0,38.9,3,729,5,1,1
0,0.0,38.9,3,735,0,1,1
0,0.0,38.9,3,735,1,1,1
0,0.0,38.9,3,735,2,1,1
31,0.0,38.9,3,735,3,1,1
147,0.0,38.9,3,735,4,1,1
0,0.0,38.9,3,735,5,1,1
0,0.0,38.9,3,740,0,1,1
0,0.0,38.9,3,740,1,1,1
0,0.0,38.9,3,740,2,1,1
29,0.0,38.9,3,740,3,1,1
157,0.0,38.9,3,740,4,1,1
0,0.0,38.9,3,740,5,1,1
0,0.0,38.9,3,745,5,1,1
0,0.0,38.9,3,745,0,1,1
0,0.0,38.9,3,745,1,1,1
0,0.0,38.9,3,745,2,1,1
32,0.0,38.9,3,745,3,1,1
152,0.0,38.9,3,745,4,1,1
0,0.0,38.9,3,750,0,1,1
0,0.0,38.9,3,750,1,1,1
5,0.0,38.9,3,750,2,1,1
36,0.0,38.9,3,750,3,1,1
154,0.0,38.9,3,750,4,1,1
2,0.0,38.9,3,750,5,1,1
0,0.0,38.9,3,754,0,1,1
0,0.0,38.9,3,754,1,1,1
6,0.0,38.9,3,754,2,1,1
42,0.0,38.9,3,754,3,1,1
153,0.0,38.9,3,754,4,1,1
3,0.0,38.9,3,754,5,1,1
0,0.0,38.9,3,759,0,1,1
8,0.0,38.9,3,759,1,1,1
5,0.0,38.9,3,759,2,1,1
54,0.0,38.9,3,759,3,1,1
152,0.0,38.9,3,759,4,1,1
5,0.0,38.9,3,759,5,1,1
1,0.0,38.9,3,765,5,1,1
3,0.0,38.9,3,765,0,1,1
12,0.0,38.9,3,765,1,1,1
0,0.0,38.9,3,765,2,1,1
64,0.0,38.9,3,765,3,1,1
154,0.0,38.9,3,765,4,1,1
4,0.0,38.9,3,769,0,1,1
13,0.0,38.9,3,769,1,1,1
0,0.0,38.9,3,769,2,1,1
57,0.0,38.9,3,769,3,1,1
157,0.0,38.9,3,769,4,1,1
0,0.0,38.9,3,769,5,1,1
0,0.0,38.9,3,775,5,1,1
3,0.0,38.9,3,775,0,1,1
11,0.0,38.9,3,775,1,1,1
0,0.0,38.9,3,775,2,1,1
57,0.0,38.9,3,775,3,1,1
159,0.0,38.9,3,775,4,1,1
8,0.2,33.5,3,780,0,1,1
20,0.2,33.5,3,780,1,1,1
0,0.2,33.5,3,780,2,1,1
50,0.2,33.5,3,780,3,1,1
161,0.2,33.5,3,780,4,1,1
0,0.2,33.5,3,780,5,1,1
8,0.2,33.5,3,785,0,1,1
22,0.2,33.5,3,785,1,1,1
0,0.2,33.5,3,785,2,1,1
37,0.2,33.5,3,785,3,1,1
164,0.2,33.5,3,785,4,1,1
0,0.2,33.5,3,785,5,1,1
9,0.2,33.5,3,789,0,1,1
27,0.2,33.5,3,789,1,1,1
0,0.2,33.5,3,789,2,1,1
55,0.2,33.5,3,789,3,1,1
168,0.2,33.5,3,789,4,1,1
4,0.2,33.5,3,789,5,1,1
12,0.2,33.5,3,795,0,1,1
31,0.2,33.5,3,795,1,1,1
0,0.2,33.5,3,795,2,1,1
60,0.2,33.5,3,795,3,1,1
169,0.2,33.5,3,795,4,1,1
2,0.2,33.5,3,795,5,1,1
15,0.2,33.5,3,800,0,1,1
36,0.2,33.5,3,800,1,1,1
0,0.2,33.5,3,800,2,1,1
58,0.2,33.5,3,800,3,1,1
172,0.2,33.5,3,800,4,1,1
3,0.2,33.5,3,800,5,1,1
10,0.2,33.5,3,805,0,1,1
28,0.2,33.5,3,805,1,1,1
0,0.2,33.5,3,805,2,1,1
66,0.2,33.5,3,805,3,1,1
178,0.2,33.5,3,805,4,1,1
5,0.2,33.5,3,805,5,1,1
8,0.2,33.5,3,810,0,1,1
36,0.2,33.5,3,810,1,1,1
0,0.2,33.5,3,810,2,1,1
63,0.2,33.5,3,810,3,1,1
180,0.2,33.5,3,810,4,1,1
11,0.2,33.5,3,810,5,1,1
5,0.2,33.5,3,815,0,1,1
26,0.2,33.5,3,815,1,1,1
0,0.2,33.5,3,815,2,1,1
75,0.2,33.5,3,815,3,1,1
180,0.2,33.5,3,815,4,1,1
9,0.2,33.5,3,815,5,1,1
6,0.2,33.5,3,820,0,1,1
27,0.2,33.5,3,820,1,1,1
0,0.2,33.5,3,820,2,1,1
77,0.2,33.5,3,820,3,1,1
179,0.2,33.5,3,820,4,1,1
8,0.2,33.5,3,820,5,1,1
8,0.2,33.5,3,825,0,1,1
23,0.2,33.5,3,825,1,1,1
0,0.2,33.5,3,825,2,1,1
76,0.2,33.5,3,825,3,1,1
181,0.2,33.5,3,825,4,1,1
9,0.2,33.5,3,825,5,1,1
10,0.2,33.5,3,830,0,1,1
27,0.2,33.5,3,830,1,1,1
0,0.2,33.5,3,830,2,1,1
71,0.2,33.5,3,830,3,1,1
184,0.2,33.5,3,830,4,1,1
13,0.2,33.5,3,830,5,1,1
8,0.2,33.5,3,836,0,1,1
28,0.2,33.5,3,836,1,1,1
0,0.2,33.5,3,836,2,1,1
77,0.2,33.5,3,836,3,1,1
184,0.2,33.5,3,836,4,1,1
15,0.2,33.5,3,836,5,1,1
9,0.0,35.3,3,840,0,1,1
33,0.0,35.3,3,840,1,1,1
0,0.0,35.3,3,840,2,1,1
81,0.0,35.3,3,840,3,1,1
189,0.0,35.3,3,840,4,1,1
18,0.0,35.3,3,840,5,1,1
10,0.0,35.3,3,845,0,1,1
39,0.0,35.3,3,845,1,1,1
4,0.0,35.3,3,845,2,1,1
78,0.0,35.3,3,845,3,1,1
193,0.0,35.3,3,845,4,1,1
16,0.0,35.3,3,845,5,1,1
9,0.0,35.3,3,850,0,1,1
44,0.0,35.3,3,850,1,1,1
4,0.0,35.3,3,850,2,1,1
87,0.0,35.3,3,850,3,1,1
201,0.0,35.3,3,850,4,1,1
22,0.0,35.3,3,850,5,1,1
18,0.0,35.3,3,855,0,1,1
48,0.0,35.3,3,855,1,1,1
9,0.0,35.3,3,855,2,1,1
103,0.0,35.3,3,855,3,1,1
212,0.0,35.3,3,855,4,1,1
30,0.0,35.3,3,855,5,1,1
24,0.0,35.3,3,860,0,1,1
48,0.0,35.3,3,860,1,1,1
4,0.0,35.3,3,860,2,1,1
106,0.0,35.3,3,860,3,1,1
219,0.0,35.3,3,860,4,1,1
30,0.0,35.3,3,860,5,1,1
30,0.0,35.3,3,866,0,1,1
47,0.0,35.3,3,866,1,1,1
4,0.0,35.3,3,866,2,1,1
120,0.0,35.3,3,866,3,1,1
222,0.0,35.3,3,866,4,1,1
32,0.0,35.3,3,866,5,1,1
31,0.0,35.3,3,871,5,1,1
33,0.0,35.3,3,871,0,1,1
54,0.0,35.3,3,871,1,1,1
8,0.0,35.3,3,871,2,1,1
127,0.0,35.3,3,871,3,1,1
233,0.0,35.3,3,871,4,1,1
34,0.0,35.3,3,875,0,1,1
50,0.0,35.3,3,875,1,1,1
12,0.0,35.3,3,875,2,1,1
119,0.0,35.3,3,875,3,1,1
238,0.0,35.3,3,875,4,1,1
37,0.0,35.3,3,875,5,1,1
38,0.0,35.3,3,880,0,1,1
52,0.0,35.3,3,880,1,1,1
18,0.0,35.3,3,880,2,1,1
126,0.0,35.3,3,880,3,1,1
239,0.0,35.3,3,880,4,1,1
41,0.0,35.3,3,880,5,1,1
41,0.0,35.3,3,886,0,1,1
50,0.0,35.3,3,886,1,1,1
24,0.0,35.3,3,886,2,1,1
126,0.0,35.3,3,886,3,1,1
248,0.0,35.3,3,886,4,1,1
40,0.0,35.3,3,886,5,1,1
46,0.0,35.3,3,891,5,1,1
49,0.0,35.3,3,891,0,1,1
50,0.0,35.3,3,891,1,1,1
25,0.0,35.3,3,891,2,1,1
129,0.0,35.3,3,891,3,1,1
252,0.0,35.3,3,891,4,1,1
50,0.0,35.3,3,896,0,1,1
56,0.0,35.3,3,896,1,1,1
30,0.0,35.3,3,896,2,1,1
137,0.0,35.3,3,896,3,1,1
254,0.0,35.3,3,896,4,1,1
49,0.0,35.3,3,896,5,1,1
48,0.4,33.5,3,901,5,1,1
57,0.4,33.5,3,901,0,1,1
45,0.4,33.5,3,901,1,1,1
31,0.4,33.5,3,901,2,1,1
135,0.4,33.5,3,901,3,1,1
263,0.4,33.5,3,901,4,1,1
59,0.4,33.5,3,906,0,1,1
44,0.4,33.5,3,906,1,1,1
36,0.4,33.5,3,906,2,1,1
143,0.4,33.5,3,906,3,1,1
265,0.4,33.5,3,906,4,1,1
53,0.4,33.5,3,906,5,1,1
65,0.4,33.5,3,911,0,1,1
46,0.4,33.5,3,911,1,1,1
39,0.4,33.5,3,911,2,1,1
156,0.4,33.5,3,911,3,1,1
272,0.4,33.5,3,911,4,1,1
61,0.4,33.5,3,911,5,1,1
68,0.4,33.5,3,916,0,1,1
38,0.4,33.5,3,916,1,1,1
39,0.4,33.5,3,916,2,1,1
164,0.4,33.5,3,916,3,1,1
283,0.4,33.5,3,916,4,1,1
66,0.4,33.5,3,916,5,1,1
68,0.4,33.5,3,921,5,1,1
67,0.4,33.5,3,921,0,1,1
32,0.4,33.5,3,921,1,1,1
41,0.4,33.5,3,921,2,1,1
165,0.4,33.5,3,921,3,1,1
292,0.4,33.5,3,921,4,1,1
64,0.4,33.5,3,926,0,1,1
28,0.4,33.5,3,926,1,1,1
46,0.4,33.5,3,926,2,1,1
168,0.4,33.5,3,926,3,1,1
298,0.4,33.5,3,926,4,1,1
68,0.4,33.5,3,926,5,1,1
66,0.4,33.5,3,931,5,1,1
65,0.4,33.5,3,931,0,1,1
27,0.4,33.5,3,931,1,1,1
57,0.4,33.5,3,931,2,1,1
161,0.4,33.5,3,931,3,1,1
304,0.4,33.5,3,931,4,1,1
68,0.4,33.5,3,936,0,1,1
20,0.4,33.5,3,936,1,1,1
61,0.4,33.5,3,936,2,1,1
157,0.4,33.5,3,936,3,1,1
309,0.4,33.5,3,936,4,1,1
69,0.4,33.5,3,936,5,1,1
70,0.4,33.5,3,941,0,1,1
13,0.4,33.5,3,941,1,1,1
62,0.4,33.5,3,941,2,1,1
162,0.4,33.5,3,941,3,1,1
314,0.4,33.5,3,941,4,1,1
66,0.4,33.5,3,941,5,1,1
74,0.4,33.5,3,946,0,1,1
8,0.4,33.5,3,946,1,1,1
62,0.4,33.5,3,946,2,1,1
169,0.4,33.5,3,946,3,1,1
317,0.4,33.5,3,946,4,1,1
67,0.4,33.5,3,946,5,1,1
80,0.4,33.5,3,951,0,1,1
0,0.4,33.5,3,951,1,1,1
69,0.4,33.5,3,951,2,1,1
170,0.4,33.5,3,951,3,1,1
324,0.4,33.5,3,951,4,1,1
66,0.4,33.5,3,951,5,1,1
81,0.4,33.5,3,956,0,1,1
0,0.4,33.5,3,956,1,1,1
68,0.4,33.5,3,956,2,1,1
169,0.4,33.5,3,956,3,1,1
324,0.4,33.5,3,956,4,1,1
73,0.4,33.5,3,956,5,1,1
78,0.8,37.1,3,961,5,1,1
78,0.8,37.1,3,961,0,1,1
0,0.8,37.1,3,961,1,1,1
75,0.8,37.1,3,961,2,1,1
180,0.8,37.1,3,961,3,1,1
326,0.8,37.1,3,961,4,1,1
79,0.8,37.1,3,966,0,1,1
0,0.8,37.1,3,966,1,1,1
80,0.8,37.1,3,966,2,1,1
182,0.8,37.1,3,966,3,1,1
330,0.8,37.1,3,966,4,1,1
83,0.8,37.1,3,966,5,1,1
99,0.8,37.1,3,971,5,1,1
94,0.8,37.1,3,971,0,1,1
0,0.8,37.1,3,971,1,1,1
92,0.8,37.1,3,971,2,1,1
188,0.8,37.1,3,971,3,1,1
337,0.8,37.1,3,971,4,1,1
102,0.8,37.1,3,976,0,1,1
0,0.8,37.1,3,976,1,1,1
97,0.8,37.1,3,976,2,1,1
188,0.8,37.1,3,976,3,1,1
345,0.8,37.1,3,976,4,1,1
106,0.8,37.1,3,976,5,1,1
117,0.8,37.1,3,981,5,1,1
103,0.8,37.1,3,981,0,1,1
0,0.8,37.1,3,981,1,1,1
111,0.8,37.1,3,981,2,1,1
198,0.8,37.1,3,981,3,1,1
353,0.8,37.1,3,981,4,1,1
109,0.8,37.1,3,986,0,1,1
0,0.8,37.1,3,986,1,1,1
111,0.8,37.1,3,986,2,1,1
201,0.8,37.1,3,986,3,1,1
359,0.8,37.1,3,986,4,1,1
115,0.8,37.1,3,986,5,1,1
117,0.8,37.1,3,991,5,1,1
116,0.8,37.1,3,991,0,1,1
0,0.8,37.1,3,991,1,1,1
126,0.8,37.1,3,991,2,1,1
201,0.8,37.1,3,991,3,1,1
368,0.8,37.1,3,991,4,1,1
119,0.8,37.1,3,996,0,1,1
0,0.8,37.1,3,996,1,1,1
128,0.8,37.1,3,996,2,1,1
205,0.8,37.1,3,996,3,1,1
370,0.8,37.1,3,996,4,1,1
114,0.8,37.1,3,996,5,1,1
120,0.8,37.1,3,1001,0,1,1
0,0.8,37.1,3,1001,1,1,1
136,0.8,37.1,3,1001,2,1,1
212,0.8,37.1,3,1001,3,1,1
384,0.8,37.1,3,1001,4,1,1
123,0.8,37.1,3,1001,5,1,1
128,0.8,37.1,3,1006,0,1,1
0,0.8,37.1,3,1006,1,1,1
137,0.8,37.1,3,1006,2,1,1
224,0.8,37.1,3,1006,3,1,1
386,0.8,37.1,3,1006,4,1,1
128,0.8,37.1,3,1006,5,1,1
137,0.8,37.1,3,1011,0,1,1
0,0.8,37.1,3,1011,1,1,1
140,0.8,37.1,3,1011,2,1,1
232,0.8,37.1,3,1011,3,1,1
393,0.8,37.1,3,1011,4,1,1
130,0.8,37.1,3,1011,5,1,1
137,0.8,37.1,3,1016,0,1,1
0,0.8,37.1,3,1016,1,1,1
143,0.8,37.1,3,1016,2,1,1
231,0.8,37.1,3,1016,3,1,1
397,0.8,37.1,3,1016,4,1,1
135,0.8,37.1,3,1016,5,1,1
135,0.0,40.7,3,1021,5,1,1
136,0.0,40.7,3,1021,0,1,1
0,0.0,40.7,3,1021,1,1,1
144,0.0,40.7,3,1021,2,1,1
238,0.0,40.7,3,1021,3,1,1
408,0.0,40.7,3,1021,4,1,1
142,0.0,40.7,3,1026,0,1,1
0,0.0,40.7,3,1026,1,1,1
156,0.0,40.7,3,1026,2,1,1
240,0.0,40.7,3,1026,3,1,1
416,0.0,40.7,3,1026,4,1,1
138,0.0,40.7,3,1026,5,1,1
153,0.0,40.7,3,1031,5,1,1
170,0.0,40.7,3,1031,0,1,1
0,0.0,40.7,3,1031,1,1,1
171,0.0,40.7,3,1031,2,1,1
235,0.0,40.7,3,1031,3,1,1
427,0.0,40.7,3,1031,4,1,1
174,0.0,40.7,3,1036,0,1,1
0,0.0,40.7,3,1036,1,1,1
180,0.0,40.7,3,1036,2,1,1
241,0.0,40.7,3,1036,3,1,1
443,0.0,40.7,3,1036,4,1,1
177,0.0,40.7,3,1036,5,1,1
191,0.0,40.7,3,1041,5,1,1
189,0.0,40.7,3,1041,0,1,1
0,0.0,40.7,3,1041,1,1,1
196,0.0,40.7,3,1041,2,1,1
253,0.0,40.7,3,1041,3,1,1
472,0.0,40.7,3,1041,4,1,1
200,0.0,40.7,3,1046,0,1,1
0,0.0,40.7,3,1046,1,1,1
208,0.0,40.7,3,1046,2,1,1
259,0.0,40.7,3,1046,3,1,1
492,0.0,40.7,3,1046,4,1,1
207,0.0,40.7,3,1046,5,1,1
207,0.0,40.7,3,1051,0,1,1
0,0.0,40.7,3,1051,1,1,1
210,0.0,40.7,3,1051,2,1,1
262,0.0,40.7,3,1051,3,1,1
509,0.0,40.7,3,1051,4,1,1
220,0.0,40.7,3,1051,5,1,1
207,0.0,40.7,3,1056,0,1,1
0,0.0,40.7,3,1056,1,1,1
215,0.0,40.7,3,1056,2,1,1
263,0.0,40.7,3,1056,3,1,1
516,0.0,40.7,3,1056,4,1,1
230,0.0,40.7,3,1056,5,1,1
216,0.0,40.7,3,1061,0,1,1
0,0.0,40.7,3,1061,1,1,1
228,0.0,40.7,3,1061,2,1,1
282,0.0,40.7,3,1061,3,1,1
535,0.0,40.7,3,1061,4,1,1
248,0.0,40.7,3,1061,5,1,1
213,0.0,40.7,3,1066,0,1,1
0,0.0,40.7,3,1066,1,1,1
230,0.0,40.7,3,1066,2,1,1
283,0.0,40.7,3,1066,3,1,1
545,0.0,40.7,3,1066,4,1,1
265,0.0,40.7,3,1066,5,1,1
221,0.0,40.7,3,1071,0,1,1
0,0.0,40.7,3,1071,1,1,1
237,0.0,40.7,3,1071,2,1,1
280,0.0,40.7,3,1071,3,1,1
562,0.0,40.7,3,1071,4,1,1
270,0.0,40.7,3,1071,5,1,1
225,0.0,40.7,3,1076,0,1,1
0,0.0,40.7,3,1076,1,1,1
238,0.0,40.7,3,1076,2,1,1
284,0.0,40.7,3,1076,3,1,1
569,0.0,40.7,3,1076,4,1,1
269,0.0,40.7,3,1076,5,1,1
237,0.0,42.5,3,1081,0,1,2
0,0.0,42.5,3,1081,1,1,2
244,0.0,42.5,3,1081,2,1,2
285,0.0,42.5,3,1081,3,1,2
577,0.0,42.5,3,1081,4,1,2
273,0.0,42.5,3,1081,5,1,2
232,0.0,42.5,3,1086,0,1,2
0,0.0,42.5,3,1086,1,1,2
247,0.0,42.5,3,1086,2,1,2
280,0.0,42.5,3,1086,3,1,2
580,0.0,42.5,3,1086,4,1,2
278,0.0,42.5,3,1086,5,1,2
236,0.0,42.5,3,1091,0,1,2
0,0.0,42.5,3,1091,1,1,2
251,0.0,42.5,3,1091,2,1,2
283,0.0,42.5,3,1091,3,1,2
590,0.0,42.5,3,1091,4,1,2
278,0.0,42.5,3,1091,5,1,2
239,0.0,42.5,3,1096,0,1,2
0,0.0,42.5,3,1096,1,1,2
251,0.0,42.5,3,1096,2,1,2
280,0.0,42.5,3,1096,3,1,2
597,0.0,42.5,3,1096,4,1,2
290,0.0,42.5,3,1096,5,1,2
243,0.0,42.5,3,1101,0,1,2
0,0.0,42.5,3,1101,1,1,2
250,0.0,42.5,3,1101,2,1,2
277,0.0,42.5,3,1101,3,1,2
608,0.0,42.5,3,1101,4,1,2
299,0.0,42.5,3,1101,5,1,2
249,0.0,42.5,3,1106,0,1,2
0,0.0,42.5,3,1106,1,1,2
251,0.0,42.5,3,1106,2,1,2
277,0.0,42.5,3,1106,3,1,2
618,0.0,42.5,3,1106,4,1,2
305,0.0,42.5,3,1106,5,1,2
246,0.0,42.5,3,1111,0,1,2
0,0.0,42.5,3,1111,1,1,2
252,0.0,42.5,3,1111,2,1,2
278,0.0,42.5,3,1111,3,1,2
621,0.0,42.5,3,1111,4,1,2
317,0.0,42.5,3,1111,5,1,2
251,0.0,42.5,3,1116,0,1,2
0,0.0,42.5,3,1116,1,1,2
257,0.0,42.5,3,1116,2,1,2
280,0.0,42.5,3,1116,3,1,2
624,0.0,42.5,3,1116,4,1,2
323,0.0,42.5,3,1116,5,1,2
250,0.0,42.5,3,1121,0,1,2
0,0.0,42.5,3,1121,1,1,2
258,0.0,42.5,3,1121,2,1,2
283,0.0,42.5,3,1121,3,1,2
631,0.0,42.5,3,1121,4,1,2
323,0.0,42.5,3,1121,5,1,2
248,0.0,42.5,3,1126,0,1,2
0,0.0,42.5,3,1126,1,1,2
259,0.0,42.5,3,1126,2,1,2
289,0.0,42.5,3,1126,3,1,2
640,0.0,42.5,3,1126,4,1,2
328,0.0,42.5,3,1126,5,1,2
249,0.0,42.5,3,1131,0,1,2
0,0.0,42.5,3,1131,1,1,2
260,0.0,42.5,3,1131,2,1,2
287,0.0,42.5,3,1131,3,1,2
650,0.0,42.5,3,1131,4,1,2
334,0.0,42.5,3,1131,5,1,2
254,0.0,42.5,3,1136,0,1,2
0,0.0,42.5,3,1136,1,1,2
256,0.0,42.5,3,1136,2,1,2
286,0.0,42.5,3,1136,3,1,2
652,0.0,42.5,3,1136,4,1,2
336,0.0,42.5,3,1136,5,1,2
252,0.0,35.3,3,1141,0,1,2
0,0.0,35.3,3,1141,1,1,2
259,0.0,35.3,3,1141,2,1,2
291,0.0,35.3,3,1141,3,1,2
658,0.0,35.3,3,1141,4,1,2
339,0.0,35.3,3,1141,5,1,2
249,0.0,35.3,3,1146,0,1,2
0,0.0,35.3,3,1146,1,1,2
259,0.0,35.3,3,1146,2,1,2
291,0.0,35.3,3,1146,3,1,2
661,0.0,35.3,3,1146,4,1,2
340,0.0,35.3,3,1146,5,1,2
246,0.0,35.3,3,1151,0,1,2
0,0.0,35.3,3,1151,1,1,2
258,0.0,35.3,3,1151,2,1,2
293,0.0,35.3,3,1151,3,1,2
663,0.0,35.3,3,1151,4,1,2
350,0.0,35.3,3,1151,5,1,2
246,0.0,35.3,3,1156,0,1,2
0,0.0,35.3,3,1156,1,1,2
260,0.0,35.3,3,1156,2,1,2
296,0.0,35.3,3,1156,3,1,2
663,0.0,35.3,3,1156,4,1,2
357,0.0,35.3,3,1156,5,1,2
249,0.0,35.3,3,1161,0,1,2
